XCoord,YCoord,cod_abundance,ID500M
4470750,3691250,2.37953305244446,500mE44705N36910
4471250,3691250,2.37953305244446,500mE44710N36910
4471750,3691250,4.73745481669903,500mE44715N36910
4472250,3691250,9.45329834520817,500mE44720N36910
4472750,3691250,10.6322591900826,500mE44725N36910
4473250,3691250,8.27433735132217,500mE44730N36910
4470750,3690750,2.37953305244446,500mE44705N36905
4471250,3690750,2.37953305244446,500mE44710N36905
4471750,3690750,9.45329834520817,500mE44715N36905
4472250,3690750,23.6008289307356,500mE44720N36905
4472750,3690750,27.1377114653587,500mE44725N36905
4473250,3690750,20.0639459490776,500mE44730N36905
4470750,3690250,2.37953305244446,500mE44705N36900
4471250,3690250,2.37953305244446,500mE44710N36900
4471750,3690250,11.8112201094627,500mE44715N36900
4472250,3690250,30.6745942234993,500mE44720N36900
4472750,3690250,36.569398522377,500mE44725N36900
4473250,3690250,29.4956330060959,500mE44730N36900
4473750,3690250,24.190309047699,500mE44735N36900
4474250,3690250,20.6534266471863,500mE44740N36900
4474750,3690250,17.1165441125631,500mE44745N36900
4470750,3689750,2.37953305244446,500mE44705N36895
4471250,3689750,2.37953305244446,500mE44710N36895
4471750,3689750,11.8112201094627,500mE44715N36895
4472250,3689750,30.6745942234993,500mE44720N36895
4472750,3689750,38.9273203611374,500mE44725N36895
4473250,3689750,36.569398522377,500mE44730N36895
4473750,3689750,34.8009572029114,500mE44735N36895
4474250,3689750,33.6219964027405,500mE44740N36895
4474750,3689750,32.4430355578661,500mE44745N36895
4475250,3689750,31.2640746682882,500mE44750N36895
4470750,3689250,4.73745481669903,500mE44705N36890
4471250,3689250,9.45329834520817,500mE44710N36890
4471750,3689250,18.8849854022264,500mE44715N36890
4472250,3689250,33.0325159877539,500mE44720N36890
4472750,3689250,40.1062812805176,500mE44725N36890
4473250,3689250,40.1062812805176,500mE44730N36890
4473750,3689250,40.1062812805176,500mE44735N36890
4474250,3689250,40.1062812805176,500mE44740N36890
4474750,3689250,40.1062812805176,500mE44745N36890
4475250,3689250,40.1062812805176,500mE44750N36890
4470750,3688750,9.45329834520817,500mE44705N36885
4471250,3688750,23.6008289307356,500mE44710N36885
4471750,3688750,33.0325159877539,500mE44715N36885
4472250,3688750,37.748359516263,500mE44720N36885
4472750,3688750,40.1062812805176,500mE44725N36885
4473250,3688750,40.1062812805176,500mE44730N36885
4473750,3688750,40.1062812805176,500mE44735N36885
4474250,3688750,40.1062812805176,500mE44740N36885
4474750,3688750,40.1062812805176,500mE44745N36885
4475250,3688750,40.1062812805176,500mE44750N36885
4475750,3688750,40.1062812805176,500mE44755N36885
4469750,3688250,2.37953305244446,500mE44695N36880
4470250,3688250,2.37953305244446,500mE44700N36880
4470750,3688250,11.8112201094627,500mE44705N36880
4471250,3688250,30.6745942234993,500mE44710N36880
4471750,3688250,40.1062812805176,500mE44715N36880
4472250,3688250,40.1062812805176,500mE44720N36880
4472750,3688250,40.1062812805176,500mE44725N36880
4473250,3688250,40.1062812805176,500mE44730N36880
4473750,3688250,40.1062812805176,500mE44735N36880
4474250,3688250,40.1062812805176,500mE44740N36880
4474750,3688250,40.1062812805176,500mE44745N36880
4475250,3688250,40.1062812805176,500mE44750N36880
4475750,3688250,40.1062812805176,500mE44755N36880
4476250,3688250,40.1062812805176,500mE44760N36880
4469750,3687750,2.37953305244446,500mE44695N36875
4470250,3687750,2.37953305244446,500mE44700N36875
4470750,3687750,11.8112201094627,500mE44705N36875
4471250,3687750,30.6745942234993,500mE44710N36875
4471750,3687750,40.1062812805176,500mE44715N36875
4472250,3687750,40.1062812805176,500mE44720N36875
4472750,3687750,40.1062812805176,500mE44725N36875
4473250,3687750,40.1062812805176,500mE44730N36875
4473750,3687750,40.1062812805176,500mE44735N36875
4474250,3687750,40.1062812805176,500mE44740N36875
4474750,3687750,40.1062812805176,500mE44745N36875
4475250,3687750,40.1062812805176,500mE44750N36875
4475750,3687750,40.1062812805176,500mE44755N36875
4476250,3687750,40.1062812805176,500mE44760N36875
4469750,3687250,4.73745481669903,500mE44695N36870
4470250,3687250,9.45329834520817,500mE44700N36870
4470750,3687250,18.8849854022264,500mE44705N36870
4471250,3687250,33.0325159877539,500mE44710N36870
4471750,3687250,40.1062812805176,500mE44715N36870
